RANDOM	SIMILARITY
0.4	0.2	
0.4	0.2	
0.6	0.2	
0.2	0.2	
0.2	0.2	
0.0	0.2	
0.2	0.2	
0.4	0.2	
0.0	0.2	
0.0	0.2	
0.4	0.2	
0.4	0.2	
0.2	0.2	
0.2	0.2	
0.2	0.2	
0.0	0.2	
0.2	0.2	
0.0	0.2	
0.0	0.2	
0.0	0.2	
0.4	0.2	
0.2	0.2	
0.2	0.2	
0.2	0.2	
0.4	0.2	
0.4	0.2	
0.0	0.2	
0.2	0.2	
0.2	0.2	
0.4	0.2	
0.2	0.2	
0.2	0.2	
0.2	0.2	
0.2	0.2	
0.8	0.2	
0.4	0.2	
0.2	0.2	
0.2	0.2	
0.4	0.2	
0.2	0.2	
0.0	0.2	
0.0	0.2	
0.0	0.2	
0.2	0.2	
0.4	0.2	
0.2	0.2	
0.2	0.2	
0.2	0.2	
0.2	0.2	
0.4	0.2	
0.2	0.2	
0.2	0.2	
0.4	0.2	
0.2	0.2	
0.0	0.2	
0.4	0.2	
0.0	0.2	
0.2	0.2	
0.0	0.2	
0.0	0.2	
0.2	0.2	
0.0	0.2	
0.2	0.2	
0.2	0.2	
0.2	0.2	
0.28	0.28	
0.0	0.28	
0.14	0.28	
0.57	0.42	
0.14	0.28	
0.14	0.28	
0.0	0.28	
0.42	0.42	
0.14	0.28	
0.28	0.28	
0.0	0.28	
0.28	0.28	
0.28	0.42	
0.14	0.28	
0.0	0.42	
0.28	0.28	
0.14	0.28	
0.0	0.42	
0.14	0.28	
0.28	0.28	
0.28	0.42	
0.28	0.28	
0.0	0.42	
0.14	0.28	
0.28	0.28	
0.42	0.42	
0.28	0.28	
0.0	0.42	
0.57	0.42	
0.28	0.28	
0.14	0.28	
0.28	0.42	
0.14	0.42	
0.28	0.42	
0.42	0.28	
0.14	0.28	
0.14	0.42	
0.28	0.42	
0.28	0.42	
0.42	0.42	
0.42	0.42	
0.28	0.28	
0.0	0.28	
0.28	0.42	
0.14	0.42	
0.14	0.42	
0.14	0.42	
0.42	0.28	
0.0	0.42	
0.28	0.42	
0.28	0.28	
0.14	0.28	
0.14	0.28	
0.14	0.28	
0.28	0.42	
0.28	0.42	
0.28	0.42	
0.28	0.42	
0.14	0.28	
0.28	0.28	
0.28	0.28	
0.28	0.28	
0.42	0.28	
0.14	0.28	
0.57	0.28	
0.28	0.42	
0.14	0.42	
0.14	0.42	
0.28	0.28	
0.42	0.42	
0.28	0.28	
0.14	0.42	
0.14	0.42	
0.0	0.42	
0.28	0.42	
0.14	0.28	
0.28	0.42	
0.0	0.42	
0.57	0.28	
0.14	0.28	
0.14	0.28	
0.28	0.28	
0.14	0.42	
0.28	0.28	
0.28	0.28	
0.14	0.28	
0.14	0.42	
0.14	0.42	
0.28	0.28	
0.14	0.42	
0.42	0.28	
0.28	0.28	
0.28	0.28	
0.14	0.42	
0.28	0.42	
0.14	0.42	
0.14	0.42	
0.57	0.28	
0.0	0.42	
0.14	0.42	
0.0	0.0	
0.0	0.0	
0.0	0.5	
0.5	0.5	
1.0	0.0	
0.0	0.5	
0.0	0.0	
0.5	0.5	
0.0	0.5	
0.0	0.5	
0.5	0.5	
0.0	0.0	
0.5	0.0	
0.5	0.5	
0.0	0.0	
0.5	0.0	
0.0	0.0	
0.5	0.0	
0.5	0.5	
0.0	0.0	
0.0	0.5	
0.0	0.5	
0.5	0.5	
0.0	0.5	
0.5	0.0	
0.0	0.0	
0.0	0.5	
0.5	0.5	
0.0	0.0	
0.0	0.5	
0.5	0.0	
0.0	0.5	
1.0	0.5	
0.5	0.0	
0.0	0.5	
0.0	0.5	
0.5	0.5	
0.0	0.5	
0.0	0.5	
0.0	0.5	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.5	
0.5	0.5	
1.0	0.5	
0.5	0.5	
0.0	0.5	
0.0	0.5	
0.0	0.0	
0.0	0.5	
0.0	0.5	
0.0	0.5	
0.0	0.5	
0.5	0.5	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.5	0.0	
0.0	0.0	
0.5	0.5	
0.0	0.5	
0.5	0.0	
0.0	0.0	
0.5	0.0	
0.5	0.0	
0.0	0.0	
0.0	0.0	
0.5	0.0	
0.0	0.0	
0.0	0.0	
0.5	0.5	
0.0	0.0	
0.0	0.0	
0.0	0.5	
1.0	0.5	
0.0	0.0	
0.0	0.5	
0.0	0.0	
0.0	0.5	
1.0	0.5	
1.0	0.0	
0.0	0.5	
0.5	0.5	
0.0	0.0	
0.5	0.5	
0.0	0.0	
0.0	0.5	
0.0	0.5	
0.5	0.5	
0.0	0.0	
0.0	0.5	
0.5	0.0	
0.0	0.5	
0.0	0.0	
0.0	0.0	
0.5	0.5	
0.5	0.0	
0.0	0.5	
0.0	0.5	
