RANDOM	SIMILARITY
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.2	0.0	
0.0	0.0	
0.2	0.0	
0.2	0.0	
0.2	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.4	0.0	
0.2	0.0	
0.4	0.0	
0.0	0.0	
0.0	0.0	
0.2	0.0	
0.2	0.0	
0.0	0.0	
0.2	0.0	
0.2	0.0	
0.0	0.0	
0.2	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.2	0.0	
0.2	0.0	
0.0	0.0	
0.2	0.0	
0.2	0.0	
0.2	0.0	
0.0	0.0	
0.2	0.0	
0.2	0.0	
0.4	0.0	
0.2	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.4	0.0	
0.4	0.0	
0.2	0.0	
0.2	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.2	0.0	
0.0	0.0	
0.2	0.0	
0.2	0.0	
0.2	0.0	
0.0	0.0	
0.0	0.0	
0.2	0.0	
0.0	0.0	
0.0	0.0	
0.2	0.0	
0.2	0.0	
0.2	0.0	
0.2	0.0	
0.2	0.0	
0.2	0.0	
0.0	0.0	
0.4	0.0	
0.2	0.0	
0.0	0.0	
0.4	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.2	0.0	
0.0	0.0	
0.0	0.0	
0.4	0.0	
0.0	0.0	
0.2	0.0	
0.4	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.2	0.0	
0.0	0.0	
0.4	0.0	
0.0	0.0	
0.0	0.28	
0.14	0.42	
0.14	0.42	
0.14	0.42	
0.0	0.42	
0.0	0.42	
0.14	0.28	
0.14	0.28	
0.14	0.42	
0.28	0.42	
0.28	0.42	
0.14	0.28	
0.0	0.42	
0.0	0.42	
0.14	0.28	
0.14	0.42	
0.0	0.42	
0.28	0.42	
0.28	0.28	
0.14	0.28	
0.28	0.28	
0.0	0.42	
0.0	0.28	
0.0	0.42	
0.14	0.42	
0.0	0.42	
0.0	0.28	
0.14	0.42	
0.28	0.42	
0.42	0.42	
0.14	0.28	
0.42	0.42	
0.14	0.42	
0.0	0.28	
0.14	0.42	
0.14	0.42	
0.14	0.28	
0.0	0.28	
0.0	0.42	
0.14	0.28	
0.14	0.28	
0.14	0.42	
0.14	0.42	
0.14	0.28	
0.14	0.28	
0.14	0.42	
0.0	0.42	
0.14	0.28	
0.14	0.28	
0.0	0.28	
0.14	0.42	
0.0	0.28	
0.14	0.28	
0.14	0.28	
0.14	0.42	
0.14	0.28	
0.14	0.42	
0.14	0.42	
0.0	0.28	
0.0	0.28	
0.14	0.28	
0.28	0.42	
0.14	0.28	
0.0	0.28	
0.0	0.42	
0.14	0.42	
0.0	0.42	
0.14	0.28	
0.0	0.28	
0.0	0.42	
0.14	0.42	
0.14	0.42	
0.0	0.42	
0.0	0.28	
0.0	0.42	
0.14	0.28	
0.0	0.42	
0.14	0.28	
0.14	0.42	
0.0	0.42	
0.14	0.42	
0.14	0.28	
0.0	0.42	
0.0	0.28	
0.14	0.42	
0.0	0.42	
0.28	0.42	
0.28	0.42	
0.14	0.42	
0.0	0.42	
0.28	0.42	
0.14	0.42	
0.14	0.28	
0.14	0.42	
0.28	0.42	
0.0	0.42	
0.42	0.42	
0.14	0.42	
0.14	0.42	
0.14	0.28	
0.5	0.0	
0.0	0.0	
0.5	0.0	
0.5	0.0	
0.0	0.0	
0.0	0.5	
0.0	0.0	
0.0	0.5	
0.0	0.5	
0.0	0.5	
0.0	0.5	
0.5	0.5	
0.0	0.5	
0.0	0.5	
0.0	0.5	
0.5	0.0	
0.0	0.0	
0.5	0.0	
0.0	0.5	
0.5	0.5	
0.0	0.0	
0.0	0.5	
0.0	0.5	
0.0	0.5	
0.0	0.5	
0.0	0.0	
0.0	0.5	
0.0	0.5	
0.5	0.5	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.5	0.0	
0.0	0.0	
0.0	0.5	
0.5	0.5	
0.0	0.0	
0.0	0.0	
0.0	0.5	
0.5	0.0	
0.0	0.5	
0.0	0.0	
0.0	0.0	
0.5	0.5	
0.0	0.5	
0.0	0.0	
0.0	0.5	
0.5	0.0	
0.0	0.5	
0.0	0.5	
0.5	0.5	
0.0	0.5	
0.0	0.5	
0.0	0.0	
0.0	0.0	
0.0	0.5	
0.0	0.0	
0.5	0.0	
0.0	0.0	
0.0	0.5	
0.0	0.0	
0.5	0.0	
0.5	0.5	
0.0	0.5	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.5	
0.0	0.5	
0.0	0.0	
0.5	0.5	
0.0	0.0	
0.0	0.5	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.0	
0.0	0.5	
0.0	0.0	
0.0	0.5	
0.5	0.5	
0.5	0.0	
0.5	0.0	
0.0	0.5	
0.5	0.0	
0.5	0.0	
0.5	0.0	
0.5	0.5	
0.0	0.5	
0.0	0.0	
0.0	0.0	
0.5	0.5	
0.0	0.5	
0.0	0.0	
0.0	0.0	
0.0	0.5	
